Description,Extension,Category,MIME type
Unknown file extension,.semul,Unknown file type,Unknown
Unknown file extension,.vb_,Unknown file type,Unknown
Unknown file extension,.de_,Unknown file type,Unknown
Unknown file,.cgi-sys,Unknown file type,Unknown
Unknown file extension,.recordnowsendtoext,Unknown file type,Unknown
Unknown file extension,.spkr,Unknown file type,Unknown
Unknown file extension,.sysvar,Unknown file type,Unknown
Unknown file extension,.ws_,Unknown file type,Unknown
Unknown file extension,.cm12rcmlayoutevent,Unknown file type,Unknown
Unknown file extension,.tasl,Unknown file type,Unknown
Unknown file extension,.admin2,Unknown file type,Unknown
Unknown file extension,.xltb,Unknown file type,Unknown
Unknown file extension,.lnk_aq,Unknown file type,Unknown
Unknown file extension,.ie_,Unknown file type,Unknown
Unknown file extension,.zzzsendtopkziparchive,Unknown file type,Unknown
Unknown file extension,.mdb_aq,Unknown file type,Unknown
Unknown file extension,.qafiboe,Unknown file type,Unknown
Unknown file extension,.kc8,Unknown file type,Unknown
Unknown file extension,.uxr,Unknown file type,Unknown
Unknown file extension,.fxpreset_pack,Unknown file type,Unknown
Unknown file extension,.kspmm,Unknown file type,Unknown
Unknown file extension,.it_,Unknown file type,Unknown
Unknown file extension,.isp_aq,Unknown file type,Unknown
Unknown file extension,.pm_,Unknown file type,Unknown
Unknown file extension,.flvp,Unknown file type,Unknown
Unknown file extension,.filegroup,Unknown file type,Unknown
Unknown file extension,.ade_aq,Unknown file type,Unknown
Unknown file extension,.explzhdivision,Unknown file type,Unknown
Unknown file extension,.wp_,Unknown file type,Unknown
Unknown file extension,.exe_aq,Unknown file type,Unknown
Unknown file extension,.otherfolder,Unknown file type,Unknown
Unknown file extension,.klnx,Unknown file type,Unknown
Unknown file extension,.mb_,Unknown file type,Unknown
Unknown file extension,.xlsbenx,Unknown file type,Unknown
Unknown file extension,.rasterw,Unknown file type,Unknown
Unknown file extension,.htmenx,Unknown file type,Unknown
Unknown file extension,.sys-cgi,Unknown file type,Unknown
Unknown file extension,.cm10rcmlayoutevent.1,Unknown file type,Unknown
Unknown file extension,.docmenx,Unknown file type,Unknown
Unknown file extension,.we_,Unknown file type,Unknown
Unknown file extension,.vrperftest,Unknown file type,Unknown
Unknown file extension,.shs_aq,Unknown file type,Unknown
Unknown file extension,.floq,Unknown file type,Unknown
Unknown file extension,.com_aq,Unknown file type,Unknown
Unknown file extension,.ws8,Unknown file type,Unknown
Unknown file extension,.primes,Unknown file type,Unknown
Unknown file extension,.explzhextract,Unknown file type,Unknown
Unknown file extension,.taact,Unknown file type,Unknown
Unknown file extension,.csvenx,Unknown file type,Unknown
Unknown file extension,.ipla,Unknown file type,Unknown
Unknown file extension,.com_0,Unknown file type,Unknown
Unknown file extension,.actions4,Unknown file type,Unknown
Unknown file extension,.asx_aq,Unknown file type,Unknown
Unknown file extension,.neqcurve,Unknown file type,Unknown
Unknown file extension,.en_,Unknown file type,Unknown
Unknown file extension,.le_,Unknown file type,Unknown
Unknown file extension,.msc_aq,Unknown file type,Unknown
Unknown file extension,.vbe_aq,Unknown file type,Unknown
Unknown file extension,.nameonclipboard,Unknown file type,Unknown
Unknown file extension,.requestedfoldersharefile,Unknown file type,Unknown
Unknown file extension,.explzhcompress,Unknown file type,Unknown
Unknown file extension,.is_,Unknown file type,Unknown
Unknown file extension,.v7cat,Unknown file type,Unknown
Unknown file extension,.shb_aq,Unknown file type,Unknown
Unknown file extension,.cpq4,Unknown file type,Unknown
Unknown file extension,.xy4,Unknown file type,Unknown
Unknown file extension,.jree,Unknown file type,Unknown
Unknown file extension,.hta_aq,Unknown file type,Unknown
Unknown file extension,.ppmb,Unknown file type,Unknown
Unknown file extension,.cgi-mod,Unknown file type,Unknown
Unknown file extension,.msolaprole.1,Unknown file type,Unknown
Unknown file extension,.cpq5,Unknown file type,Unknown
Unknown file extension,.msn4,Unknown file type,Unknown
Unknown file extension,.contentsonclipboard,Unknown file type,Unknown
Unknown file extension,.hlp_aq,Unknown file type,Unknown
Unknown file extension,.mtww,Unknown file type,Unknown
Unknown file extension,.scf_aq,Unknown file type,Unknown
Unknown file extension,.tcls,Unknown file type,Unknown
Unknown file extension,.zcpml,Unknown file type,Unknown
Unknown file extension,.ins_aq,Unknown file type,Unknown
Unknown file extension,.lickeys,Unknown file type,Unknown
Unknown file extension,.ws9,Unknown file type,Unknown
Unknown file extension,.foldersharelibrary,Unknown file type,Unknown
Unknown file extension,.s2wdh,Unknown file type,Unknown
Unknown file extension,.uservar,Unknown file type,Unknown
Unknown file extension,.bundle-contents,Unknown file type,Unknown
Unknown file extension,.jse_aq,Unknown file type,Unknown
Unknown file extension,.xlsmenx,Unknown file type,Unknown
Unknown file extension,.xjylzga,Unknown file type,Unknown
Unknown file extension,.homemap,Unknown file type,Unknown
Unknown file extension,.adp_aq,Unknown file type,Unknown
Unknown file extension,.cmcsend,Unknown file type,Unknown
Unknown file extension,.vbs_aq,Unknown file type,Unknown
Unknown file extension,.js_aq,Unknown file type,Unknown
Unknown file extension,.cm10rcmlayoutevent,Unknown file type,Unknown
Unknown file extension,.crt_aq,Unknown file type,Unknown
Unknown file extension,.zzzsendt​opkziparchive,Unknown file type,Unknown
Unknown file extension,.cm12rcmresourceloader,Unknown file type,Unknown
Unknown file extension,.tiffenx,Unknown file type,Unknown
Unknown file extension,.cm10rcmresourceloader,Unknown file type,Unknown
Unknown file extension,.cpl_aq,Unknown file type,Unknown
Unknown file extension,.x1i,Unknown file type,Unknown
Unknown file extension,.mde_aq,Unknown file type,Unknown
Unknown file extension,.dbx_aq,Unknown file type,Unknown
Unknown file extension,.ietabmulti,Unknown file type,Unknown
Unknown file extension,.ppsmenx,Unknown file type,Unknown
Unknown file extension,.mapisend,Unknown file type,Unknown
Unknown file extension,.mdz_aq,Unknown file type,Unknown
Unknown file extension,.foldershareoverlaychanged,Unknown file type,Unknown
Unknown file extension,.pptmenx,Unknown file type,Unknown
Unknown file extension,.ad_,Unknown file type,Unknown
Unknown file extension,.tabletpr​efs,Unknown file type,Unknown
Unknown file extension,.internetmailsend,Unknown file type,Unknown
Unknown file extension,.an_,Unknown file type,Unknown
Unknown file extension,.scr_aq,Unknown file type,Unknown
Unknown file extension,.wsc_aq,Unknown file type,Unknown
Unknown file extension,.sendtoclipboard,Unknown file type,Unknown
Unknown file extension,.tacmpt,Unknown file type,Unknown
Unknown file extension,.wsf_aq,Unknown file type,Unknown
Unknown file extension,.incdsendto,Unknown file type,Unknown
Unknown file extension,.tastate,Unknown file type,Unknown
Unknown file extension,.foldershareoverlaydeleted,Unknown file type,Unknown
Unknown file extension,.reg_aq,Unknown file type,Unknown
Unknown file extension,.chm_aq,Unknown file type,Unknown
Unknown file extension,.fdmuplsendtoshlext,Unknown file type,Unknown
Unknown file extension,.inf_aq,Unknown file type,Unknown
Unknown file,.ens10,Unknown file type,Unknown
Unknown file extension,.tacls,Unknown file type,Unknown
Unknown file extension,.msp_aq,Unknown file type,Unknown
Unknown file extension,.in~,Unknown file type,Unknown
Unknown file extension,.sct_aq,Unknown file type,Unknown
Unknown file extension,.prf_aq,Unknown file type,Unknown
Unknown file extension,.flashfxp_picon,Unknown file type,Unknown
Unknown file extension,.pif_aq,Unknown file type,Unknown
Unknown file extension,.dub0,Unknown file type,Unknown
Unknown file extension,.mda_aq,Unknown file type,Unknown
Unknown file extension,.cmd_aq,Unknown file type,Unknown
Unknown file extension,.doubi2,Unknown file type,Unknown
Unknown file type,.xxxss,Unknown file type,Unknown
Program data,.dat,Various data,Unknown
Scratch 3.0 project file,.sb3,Various data,Unknown
Silhouette Studio data,.studio3,Various data,Unknown
Report,.rpt,Various data,Unknown
SPSS output data (version 16 and higher),.spv,Various data,Unknown
DBVM data,.cetrainer,Various data,Unknown
Microsoft Rights Management protected data,.pfile,Various data,Unknown
Anki deck package,.apkg,Various data,Unknown
Garmin Training Center user activity profile,.fit,Various data,Unknown
Google Android thumbnail index file,.thumbindex3--1967290299,Various data,Unknown
File saved in 2021,0.2021,Various data,Unknown
SPSS Data Sets database,.sav,Various data,Unknown
"Memory dump, screen dump, junk files",.dmp,Various data,Unknown
Photoline 5 help data,.tx,Various data,Unknown
File Validation Utility input data file,.fvu,Various data,Unknown
File saved in 2022,0.2022,Various data,Unknown
Dell driver,.if2,Various data,Unknown
Fritzing project,.fzz,Various data,Unknown
Microsoft Office OneNote signature,.sig,Various data,application/pgp-signature
FASTA DNA and protein sequence alignment,.fna,Various data,Unknown
Ayat data,.ayt,Various data,Unknown
Report file,.rep,Various data,application/vnd.businessobjects
CASTEP check binary data,.check,Various data,Unknown
Google Android data thumbnail,.dthumb,Various data,Unknown
Data format file,.dta,Various data,Unknown
BuzzBundle project,.bzz,Various data,Unknown
Adobe Extension Manager data,.pimx,Various data,Unknown
Adobe Flash Media Server file system object,.sor,Various data,Unknown
Creo Elements/Pro versioned data,0.57,Various data,Unknown
Python wheel package,.whl,Various data,Unknown
Microsoft Access Record-Locking Information,.ldb,Various data,Unknown
Dr. Hardware data,.qrp,Various data,Unknown
Adobe Distiller data,.ddd,Various data,application/vnd.fujixerox.ddd
WSxM image data,.ezd,Various data,Unknown
Pando incomplete download,.downloading,Various data,Unknown
Electron ASAR archive,.asar,Various data,Unknown
Creo Elements/Pro versioned data,0.59,Various data,Unknown
IBM Embedded ViaVoice voice type languages scripts data format,0.3,Various data,Unknown
Native Instruments KONTAKT library,.nicnt,Various data,Unknown
Mozilla compressed data,.mozlz4,Various data,Unknown
TestGen test bank file,.bok,Various data,Unknown
Project,.prj,Various data,Unknown
Motorola Bluetooth shell extension,.sendtobluetooth,Various data,Unknown
PANalytical XRD measurement XML data,.xrdml,Various data,Unknown
RealStrat license file,.license,Various data,Unknown
Checksum data,.md5,Various data,Unknown
MySQL database metadata,.frm,Various data,Unknown
Creo Elements/Pro versioned data file,0.53,Various data,Unknown
Creo Elements/Pro versioned data,0.55,Various data,Unknown
Output data,.out,Various data,Unknown
LG Windows CE upgrade data,.lgu,Various data,Unknown
sPlan diagram,.spl7,Various data,Unknown
MySQL Workbench database models,.mwb,Various data,Unknown
Heap Snapshot data,.heapsnapshot,Various data,Unknown
Unidata Network Common Data form,.nc,Various data,application/x-netcdf
NULL image,.null,Various data,Unknown
Geometer's Sketchpad material data,.gsp,Various data,Unknown
Microsoft .NET installation log,.installlog,Various data,Unknown
Formulator Tarsia jigsaw puzzle file,.fjsw,Various data,Unknown
Western Digital WD TV configuration file,.cm0012,Various data,Unknown
Database label file format,.lbl,Various data,Unknown
ProWORX Nxt symbol file,.tsf,Various data,Unknown
Creo Elements/Pro versioned data,0.56,Various data,Unknown
Oracle SQL*Net trace debug,.trc,Various data,Unknown
Table data,.tbl,Various data,Unknown
BiRT data object instance,.doi,Various data,Unknown
TempTale Manager Desktop data,.ttv,Various data,Unknown
Microsoft Windows Performance Monitor data,.pma,Various data,Unknown
Hex dump file format,.hex,Various data,Unknown
Personal Ancestral File,.paf,Various data,Unknown
SHA256 hash,.sha256,Various data,Unknown
WhatsApp Messenger message database,.db,Various data,application/x-sqlite3
Objecteering project,.ofp,Various data,Unknown
Microsoft SQL Server secondary data,.ndf,Various data,Unknown
Creo Elements/Pro versioned data,0.51,Various data,Unknown
Active Safety System log,.mudp,Various data,Unknown
GameSpy Arcade service data file,.apk,Various data,application/vnd.android.package-archive
Sony HD camera system data file,.bnp,Various data,Unknown
Tesseract OCR data,.traineddata,Various data,Unknown
IBM Embedded ViaVoice voice type languages scripts data,0.5,Various data,Unknown
Questionmark Secure data,.qmsb,Various data,Unknown
Salt Lake Winter Olympics 2002 game music,0.22,Various data,Unknown
Quantum GIS project,.qgs,Various data,Unknown
Scratch 2.0 project,.sb2,Various data,Unknown
ECG electrocardiography data file,.ecg,Various data,Unknown
Creo Elements/Pro versioned data,0.39,Various data,Unknown
Microsoft Windows cardfile database,.crd,Various data,application/x-mscardfile
Creo Elements/Pro versioned data,0.58,Various data,Unknown
Evernote database,.exb,Various data,Unknown
PowerFolder nodes,.nodes,Various data,Unknown
Patch,.patch,Various data,Unknown
H2testw data file,.h2w,Various data,Unknown
Microsoft Exchange migration wizard packing list,.pkl,Various data,Unknown
Charles session,.chls,Various data,Unknown
IESNA photometric data file,.ies,Various data,Unknown
Flowgorithm data file,.fprg,Various data,Unknown
RSLogix 5000 project,.acd,Various data,Unknown
OrCAD PCB Designer OpenAccess database,.oa,Various data,Unknown
Timestamp data,.timestamp,Various data,Unknown
Captured packets,.pcap,Various data,Unknown
NumPy data,.npy,Various data,Unknown
GEOPAK XS-List report,.xsr,Various data,Unknown
GSTree phylogenetic tree information data,.tgs,Various data,Unknown
Windows Mail message information database,.msmessagestore,Various data,Unknown
Sony Playstation 3 SPRX firmware,.sprx,Various data,Unknown
Guitar Pro project,.gp,Various data,Unknown
Various files saved in 2023,0.2023,Various data,Unknown
e-Sword harmony resource data,.har,Various data,Unknown
AEROoffice trajectory data,.lpo,Various data,Unknown
Evernote 2.x database,.enb,Various data,Unknown
Packet Tracer network simulation data,.pkt,Various data,Unknown
JVC corrupted video recording,.ced,Various data,Unknown
Lotus Organiser data,.org,Various data,application/vnd.lotus-organizer
Collaborate collaboration data,.collab,Various data,Unknown
Unity binary text asset data file,.bytes,Various data,Unknown
EaseUS recovery state data,.rsf,Various data,Unknown
Adobe Application Manager update package,.pima,Various data,Unknown
Any data file created in 2016,0.2016,Various data,Unknown
iPython / Jupyter notebook,.ipynb,Various data,Unknown
Apple Finder internet location,.fileloc,Various data,Unknown
Log,.log,Various data,text/plain
Creo Elements/Pro versioned data,0.23,Various data,Unknown
Microsoft Visual FoxPro mem,.mem,Various data,Unknown
NanoDrop 2000/2000c Spectrophotometer workbook,.twbk,Various data,Unknown
Gramps package,.gpkg,Various data,Unknown
Eclipse Java heap dump,.hprof,Various data,Unknown
Tinytag data log,.ttd,Various data,Unknown
Digital Video Interactive device dependent data,.i8,Various data,Unknown
Family Tree Maker family data,.ftm,Various data,Unknown
Avast license,.avastlic,Various data,Unknown
Creo Elements/Pro versioned data,0.38,Various data,Unknown
Template,.template,Various data,Unknown
Paradox data model,.dm,Various data,Unknown
MetaTrader 5 program,.ex5,Various data,Unknown
Malicious Software Removal Tool data,._p,Various data,Unknown
Velocity template,.vm,Various data,Unknown
Apple iOS data,.ios,Various data,Unknown
MicroSim PCBoard netlist data,.bnl,Various data,Unknown
MATlab model,.slx,Various data,Unknown
Dolphin EasyConverter project,.dec,Various data,Unknown
Patient 3D volume data,.avol,Various data,Unknown
Kaspersky Anti-Virus quarantine data,.vi2,Various data,Unknown
Corel Paradox table,.pd,Various data,Unknown
Steam Client data,.vdf,Various data,Unknown
AVCHD clip information file,.cpi,Various data,Unknown
ScanDisk file fragment,.chk,Various data,Unknown
Google Android tracking cookie,.tcookieid,Various data,Unknown
Accelrys/MSI Biosym/Insight II CAR chemistry data,.car,Various data,application/vnd.curl.car
Adobe Lightroom index file,.lrprev,Various data,Unknown
NCBridge NC900 boot software data,0.9,Various data,Unknown
WOW! firmware,.firmware,Various data,Unknown
IBM Lotus Notes ID data,.id,Various data,Unknown
DataFlex query tag name data,.tag,Various data,Unknown
GetData product activation file,.gdactrequest,Various data,Unknown
VisionTools Pro-e project,.vtt,Various data,Unknown
vCalendar event,.vcs,Various data,text/x-vcalendar
FASTA format DNA and protein sequence alignment,.fasta,Various data,Unknown
EDU Internet domain,.edu,Various data,Unknown
Java keytool key database,.keystore,Various data,Unknown
Apple iPhone Configuration Utility file,.deviceinfo,Various data,Unknown
Arena Simulation Software picture library,.plb,Various data,application/vnd.3gpp.pic-bw-large
Avast SecureLine license file,.avastvpn,Various data,Unknown
Microsoft Outlook for Mac message,.olk15message,Various data,Unknown
Fritzing application data,.fz,Various data,Unknown
EasyWorship bible plugin,.ewb,Various data,Unknown
Microsoft Windows electronic software download,.esd,Various data,Unknown
Microsoft Windows Movie Maker project,.mswmm,Various data,Unknown
Google Android data,.os,Various data,Unknown
ObjectAid UML Explorer class diagram,.ucls,Various data,Unknown
My Family Tree genealogy data,.familyx,Various data,Unknown
Flat data file,.flat,Various data,Unknown
ERwin Data Modeler model,.erwin,Various data,Unknown
RAM Advanse generator data,.rag,Various data,Unknown
ANSYS Electronics Desktop data,.aedt,Various data,Unknown
Cinema 4D library,.lib4d,Various data,Unknown
Borland Turbo Debugger symbol table,.tds,Various data,Unknown
REALbasic database,.rsd,Various data,application/rsd+xml
Eclipse Product Maker data file,.eclipseproduct,Various data,Unknown
ANSYS Workbench project,.wbpj,Various data,Unknown
Stimulsoft Reports report,.mrt,Various data,Unknown
Dictionary,.dic,Various data,text/x-c
Hierarchical Data Format version 5 data,.h5,Various data,Unknown
Configuration Manager prestage content file,.pkgx,Various data,Unknown
Audfprint audio peak data,.afpk,Various data,Unknown
Linux program installation package,.bundle,Various data,Unknown
Navicat Data Modeler database model,.ndm,Various data,Unknown
ProWORX Nxt memory data,.mdf,Various data,Unknown
ArcView object database ASCII data,.odb,Various data,application/vnd.oasis.opendocument.database
Voluson ultrasound machine ultrasound,.4dv,Various data,Unknown
FileMaker Pro import data filter,.imp,Various data,application/vnd.accpac.simply.imp
ActivePresenter project,.approj,Various data,Unknown
Microsoft Outlook inbox off-line folder,.ost,Various data,Unknown
EndNote style data,.ens,Various data,Unknown
Eclipse help index file,.index,Various data,Unknown
Pro/Engineer WildFire data,0.17,Various data,Unknown
Apple iOS diagnostic data,.metriclog,Various data,Unknown
Testing information,.test,Various data,test/mimetype
Creo Elements/Pro versioned data,0.31,Various data,Unknown
Language definition file,.lng,Various data,Unknown
Definition data,.def,Various data,text/plain
User Return data,.userreturn,Various data,Unknown
Corel WordPerfect concordance data,.con,Various data,Unknown
Apache JMeter data,.jmx,Various data,Unknown
Generic data,.file,Various data,Unknown
Torpedo Live firmware update,.tfu,Various data,Unknown
Caseware IDEA data,.imd,Various data,Unknown
1Password license,.onepassword-license,Various data,Unknown
GanttProject project plan,.gan,Various data,Unknown
Generally data,.data,Various data,Unknown
Volume data file,.vol,Various data,Unknown
MATlab support package,.mlpkginstall,Various data,Unknown
Any data file created in 2015,0.2015,Various data,Unknown
UNIX GNU info reader data,.info,Various data,Unknown
SPSS 15 and earlier output data,.spo,Various data,Unknown
Yamaha Expansion Pack,.yep,Various data,Unknown
Microsoft Money data,.vxf,Various data,Unknown
Xournal journal data,.xoj,Various data,Unknown
SAP data,.sapssd,Various data,Unknown
Creo Elements/Pro versioned data,0.46,Various data,Unknown
ExamView test,.tst,Various data,Unknown
ClickOnce Deployment binary manifest,.cdf-ms,Various data,Unknown
EDI Engine Electronic Data Interchange format,.edi,Various data,Unknown
EndNote Web of Science export,.ciw,Various data,Unknown
Pioneer AVIC Navigation unit data,.nng,Various data,Unknown
Resource data,.rsc,Various data,Unknown
Microsoft Windows application error report,.wer,Various data,Unknown
IBM Lotus applause batch list,.b,Various data,Unknown
Microsoft Windows Live Messenger UCC API log,.uccapilog,Various data,Unknown
GE Solar 8000M data file,.xx2,Various data,Unknown
Canon Digital Camera EOS firmware,.fir,Various data,Unknown
Edius seek information,.ese2,Various data,Unknown
Micrografx FlowCharter data,.abc,Various data,Unknown
Amazon Kindle data,.mbpv2,Various data,Unknown
Axure RP project,.rp,Various data,Unknown
UC Browser incomplete download,.dltemp,Various data,Unknown
Web Form Data,.att,Various data,Unknown
Common File Format,.iwb,Various data,Unknown
Creo Elements/Pro versioned data file,0.26,Various data,Unknown
Sound Description Interchange Format,.sdif,Various data,Unknown
Table of contents,.toc,Various data,Unknown
The Games Factory data,.gfx,Various data,Unknown
QlikView data,.qvf,Various data,Unknown
Winfunktion Mathematik v8.0 Julia fractal data,0.211,Various data,Unknown
OyezForms legal document,.olf,Various data,Unknown
Microsoft Windows compiled resources data,.pri,Various data,Unknown
e-Sword bible data file,.bblx,Various data,Unknown
YouTube Movie Maker data,.rzmmpj,Various data,Unknown
GEM desktop accessories,.acc,Various data,application/vnd.americandynamics.acc
Linux GateD daemon data,.version,Various data,Unknown
Ren'Py bytecode,.rpyb,Various data,Unknown
Samsung Galaxy encrypted firmware update,.enc2,Various data,Unknown
Molecular Modeling Database format,.mmdb,Various data,Unknown
MATlab compiled function,.mexw64,Various data,Unknown
Packet Tracer practice activity data,.pka,Various data,Unknown
Sweet Home 3D textures library,.sh3t,Various data,Unknown
Qt compiled translation source,.qm,Various data,Unknown
Text Formatter Plus text file information,.tft,Various data,Unknown
ExamView question bank,.bnk,Various data,Unknown
Visual Passage Planer profile,.vp,Various data,Unknown
Adobe Acrobat index,.pdx,Various data,Unknown
Sony recorder data,.msf,Various data,application/vnd.epson.msf
Microsoft OneNote table of contents,.onetoc2,Various data,application/onenote
20-20 Design kitchen design,.kit,Various data,Unknown
Quantum GIS project,.qpj,Various data,Unknown
Enterprise Vault DVS data,.dvs,Various data,Unknown
VistaCodecs data,.hd,Various data,Unknown
Pivot Stickfigure Animator stick figure,.stk,Various data,application/hyperstudio
Visual FoxPro generated menu program,.mpr,Various data,Unknown
IBM Voice Type users file,.uid,Various data,Unknown
Corel WordPerfect conversion resource data,.crs,Various data,Unknown
ArchiCAD library object,.gsm,Various data,Unknown
ArcGIS geodatabase index,.gdbindexes,Various data,Unknown
CFX Manager software data,.pcrd,Various data,Unknown
Webit project,.w2p,Various data,Unknown
Microsoft Windows installation data,.inf_loc,Various data,Unknown
MarvinSketch data,.mrv,Various data,Unknown
Creo Elements/Pro versioned data,0.29,Various data,Unknown
Chromeleon Channel RAW data,.dad,Various data,Unknown
ABIF file format,.ab1,Various data,Unknown
DSPCon data,.datx,Various data,Unknown
Microsoft Windows application log,.dtl,Various data,Unknown
Canon catalog index,.ctg,Various data,Unknown
Nintendo 3DS CTR importable archive,.cia,Various data,Unknown
SQLite shared memory data,.sqlite-shm,Various data,application/x-sqlite3
Samsung Kies duplicate media data,.dup0,Various data,Unknown
MySQL database data,.opt,Various data,Unknown
Arduino sketch,.pde,Various data,Unknown
Creo Elements/Pro versioned data,0.35,Various data,Unknown
EASE SpeakerLab compiled text file,.gll,Various data,Unknown
FASTQ format,.fastq,Various data,Unknown
SQLite quasi-persistent data,.sqlite-wal,Various data,application/x-sqlite3
SONY CD Architect project,.cdp,Various data,Unknown
Apple macOS (OS X) data,.pkinstallsandboxmanager,Various data,Unknown
Amazon Kindle metadata,.azw3f,Various data,Unknown
PCAP Next Generation Dump format,.pcapng,Various data,Unknown
Microsoft Outlook personal folders,.xst,Various data,Unknown
Navicat for MySQL data,.tvr,Various data,Unknown
Visual FoxPro main report description,.frx,Various data,Unknown
ChartViewer dBASE interface,.cht,Various data,Unknown
Bootstrap Studio design project,.bsdesign,Various data,Unknown
Lotus Designer agent data,.lsa,Various data,Unknown
GEDCOM family history,.ged,Various data,Unknown
Steam Client registry,.blob,Various data,Unknown
Microsoft Visual Studio inspector data,.insp,Various data,Unknown
Firefox XPCOM type library,.xpt,Various data,Unknown
Xcode dynamic library,.dylib,Various data,Unknown
CaptiveWorks satellite channel database,.sdx,Various data,Unknown
Reflection Desktop data,.rd3x,Various data,Unknown
SQL Data Definition Language,.ddl,Various data,Unknown
Undefined file format,.undf,Various data,Unknown
NI Multisim v7 project,.mp7,Various data,Unknown
Microsoft Help HTML help general index,.chw,Various data,Unknown
Creo Elements/Pro versioned data,0.4,Various data,Unknown
Winfunktion Mathematik v8.0 Julia fractal,0.218,Various data,Unknown
Logger Pro data file,.cmbl,Various data,Unknown
Delphi runimage iblocal examples data,.gbk,Various data,Unknown
i2 Analyst's Notebook analytical chart,.anb,Various data,Unknown
Microsoft SharePoint WorkSpace Groove shortcut file,.glk,Various data,Unknown
Synology Video Station metadata file,.vsmeta,Various data,Unknown
iManage data,.nrl,Various data,Unknown
LabQuest results data,.qmbl,Various data,Unknown
Creo Elements/Pro versioned data,0.33,Various data,Unknown
Polar ProTrainer pulse rate save data,.hrm,Various data,Unknown
CTRAN/W define data file format,.ctr,Various data,Unknown
RealPlayer metafile,.meta,Various data,Unknown
EndNote library,.enl,Various data,Unknown
eXtended Triton format,.xtf,Various data,Unknown
Microsoft Windows Bluetooth related data,.btwsendto,Various data,Unknown
IBM Communications Server message,.mlg,Various data,Unknown
SPICE AC/frequency domain output,.ac7,Various data,Unknown
Systems Management Server managed object format,.mof,Various data,Unknown
SPICE data,.sp,Various data,Unknown
Autodesk AutoCAD license,.cas,Various data,Unknown
Thumbnail cache,.album,Various data,Unknown
Cisco Packet Tracer archive,.pkz,Various data,Unknown
MRI ExamCards data,.examcards,Various data,Unknown
Adobe Illustrator tsume data,.sbx,Various data,Unknown
Update data,.upd,Various data,Unknown
Babylon glossary data,.bgl,Various data,Unknown
Journal data,.jrn,Various data,Unknown
CCleaner securely erased data,.zzz,Various data,Unknown
Fruitypro samples humanize presets grooves data,.fpr,Various data,Unknown
Labcenter License Manager license key,.lxk,Various data,Unknown
Logic Developer - PLC data,.swxcf,Various data,Unknown
Omnis data,.br,Various data,Unknown
GraphPad Prism project,.pzf,Various data,Unknown
XPS document related data,.fdseq,Various data,Unknown
HAANSOFT NEXCEL data,.nxl,Various data,Unknown
Lotus Freelance for DOS 4.0 portfolio presentation,.pfl,Various data,Unknown
Apache Lucene field data file,.fnm,Various data,Unknown
Driver Easy offline scan,.deos,Various data,Unknown
ABB PCM600 project,.pcmp,Various data,Unknown
ASUS BIOS archive,.cap,Various data,Unknown
DINFO Diagnostic Utility report,.msd,Various data,Unknown
Picture Motion Browser data,.modd,Various data,Unknown
Microsoft Visual Studio SharePoint package,.package,Various data,Unknown
eCofirma electronic sign,.xsig,Various data,Unknown
Microsoft Visual Studio diagnostic session,.diagsession,Various data,Unknown
Corel Paradox primary database index,.px,Various data,Unknown
Liquid Audio master data,.lqm,Various data,Unknown
GUESS data format,.gdf,Various data,Unknown
MacBook EFI unlock data,.scbo,Various data,Unknown
SEG-D seismic data format,.sgd,Various data,Unknown
Mozilla Firefox update data,.moz-delete,Various data,Unknown
Firmware upgrade,.upg,Various data,Unknown
Kwaitan data file,.ktx,Various data,Unknown
BlueStacks App Player data,.bluestacks,Various data,Unknown
Microsoft Outlook Inbox Repair Tool update,.exe_0002,Various data,Unknown
Autodesk Moldflow result data,.mfr,Various data,Unknown
BrainVoyager QX ANCOVA analysis result data,.ava,Various data,Unknown
Microsoft Visual Studio test results,.trx,Various data,Unknown
Visual dBASE data module,.dmd,Various data,Unknown
WinDev log,.jnl,Various data,Unknown
SoftCuisine data exchange format,.sce,Various data,Unknown
Amazon Kindle book info,.ticr,Various data,Unknown
Microsoft SQL Server data source,.ds,Various data,Unknown
Garmin Hacking Project data,.garmin,Various data,Unknown
PTC Creo data,.pha,Various data,Unknown
FreeBSD data file,0.47,Various data,Unknown
Netscape Communicator AIM data,.rdb,Various data,Unknown
Anki deck (old format),.anki,Various data,Unknown
Free College Schedule Maker data,.csmo,Various data,Unknown
Avantage template,.bpmn,Various data,Unknown
Superbase form definition data,.sbv,Various data,Unknown
Kaspersky Anti-Virus log,.enc1,Various data,Unknown
Family Tree Maker backup,.fbk,Various data,Unknown
Amma Little Setup Builder data,.ltb,Various data,Unknown
Microsoft SQL Server data source view,.dsv,Various data,Unknown
QGIS LayerVersion data,.qlv,Various data,Unknown
Availity electronic batch report data,.ebr,Various data,Unknown
Lotus Freelance Graphics data,.fms,Various data,Unknown
PCSX2 cheat,.pnach,Various data,Unknown
Apple iOS firmware update,.dfu,Various data,Unknown
Adobe Photoshop tutorial data,.drx,Various data,Unknown
Ricoh firmware update,.fwu,Various data,Unknown
Wondershare Filmora thumbnail cache,.fsthumb,Various data,Unknown
Telnet Server initial cache data,.ca,Various data,Unknown
SQLite quasi-persistent data,.sqlitedb-wal,Various data,Unknown
BitDefender data vault,.bdv,Various data,Unknown
QuizCreator data file,.wqc,Various data,Unknown
